啃,ke3n
啄,zhuo2
商,shang1
啈,heng1,heng4
啉,lin2
啊,a1,a2,a3,a4,a5
啎,wu3
啐,cui4
啓,qi3
啕,tao2
啖,dan4
啗,dan4
啙,zi3
啜,chuai4,chuo4
啞,ya1,ya3
啟,qi3
啡,fei1
啢,liang3,ying1
啣,xian2
啤,pi2
啥,sha4
啦,la1,la5
啧,ze2
啪,pa1
啬,se4
啭,zhuan4
啮,nie4
啴,chan3,tan1
啵,bo5
啶,ding4
啷,lang1
啸,xiao4
啻,chi4
啼,ti2
啾,jiu1
喀,ka1
喁,yong2
喂,wei4
喃,nan2
善,shan4
喆,zhe2
喇,la1,la2,la3
喈,jie1
喉,hou2
喊,han3
喋,die2,zha2
喌,zhou1
喎,wai1
喏,nuo4,re3
喑,yin1
喒,za2,zan2,zan5
喓,yao1
喔,o1,o4,wo1
喘,chuan3
喙,hui4
喜,xi3
喝,he1,he4
喟,kui4
喤,huang2
喧,xuan1
喨,liang4
喪,sang1,sang4
喫,chi1
喬,qiao2
喭,yan4
單,chan2,dan1,shan4
喱,li2
喳,cha1,zha1
喵,miao1
喷,pen1,pen4
喹,kui2
喻,yu4
喽,lou2,lou5
喾,ku4
嗁,ti2
嗄,a2,sha4
嗅,xiu4
嗆,qiang1,qiang4
嗇,se4
嗈,yong1
嗉,su4
嗌,ai4,yi4
嗍,suo1
嗐,hai4
嗑,ke1,ke4
嗒,da1,ta4
嗓,sang3
嗔,chen1
嗖,sou1
嗙,pang3
嗚,wu1
嗛,qian3
嗜,shi4
嗝,ge2
嗞,zi1
嗟,jie1,jue1
嗡,weng1
嗣,si4
嗤,chi1
嗥,hao2
嗦,suo1
嗨,hai1,hei1
嗪,qin2
嗫,nie4
嗬,he1
嗯,ń,ň,ǹ,ńg,ňg,ǹg
嗲,dia3
嗳,ai1,ai3,ai4
嗵,tong1
嗶,bi4
嗷,ao2
嗻,zhe1,zhe4
嗽,sou4
嗾,sou3
嘀,di1,di2
嘁,qi1
嘅,kai3
嘆,tan4
嘈,cao2
嘉,jia1
嘌,piao4
嘍,lou2,lou5
